,conservation_label,url,title,content
86,1,https://www.eluniversal.com.co/suplementos/facetas/turbana-una-reserva-natural-en-bolivar-que-esta-amenazada-NY8010924,"Turbana, una reserva natural en Bolívar que está amenazada","Desde las terrazas de Turbana, se ve el mar de Cartagena, la isla de Tierrabomba, la zona industrial de Mamonal, el entramado del bosque seco secundario y el bosque húmedo tropical, en ese reino de los antiguos malibúes, reserva espléndida y abandonada en esa franja de 159, 35 kilómetros cuadrados, santuario de las guacharacas donde siguen cantando los pájaros con la misma jubilosa nitidez que impresionó al alemán Alexandro von Humboldt cuando pasó por allí, hace más de doscientos años, y escribió en su diario de explorador que jamás había oído cantar con tanta gracia a los pájaros como en Turbana y Turbaco. Lea: Arroyo El Polón, en Turbana, será canalizado
 Durante más de veinte años los turbaneros soñaron y lograron pavimentar su carretera magnífica que la conecta con Turbaco y la acerca a Barú y a municipios vecinos, pero, desde hace meses, un basurero satélite de lado a lado de la misma carretera está convirtiendo esta misma vía en un basural incontenible y en una amenaza sanitaria, hasta el punto que nadie responde por nada pese al clamor de innumerables vecinos que han alertado a las autoridades, y el aire viciado y contaminado de la carretera huele al perro muerto que se pudre en la vía desde hace dos semanas, y huele al atardecer a quemazón absurda e irresponsable de basuras. La comunidad no sabe qué más hacer para proteger lo que costó años de desvelos. Sus habitantes se sienten desesperados e impotentes, han agotado los recursos invirtiendo en vallas que recuerdan que la carretera no es para arrojar basuras, que el paraíso natural a falta de dolientes, y de mínimas responsabilidades públicas, se convierte en infierno.
 Se ha solicitado a las autoridades unas canecas metálicas con tapa cerrada para el reciclaje organizado del plástico, el vidrio y las hojas. Pero ni siquiera eso se ha logrado, pese a que el clamor baja y sube desde las terrazas de Turbana, sale como la niebla que recorre las colinas al amanecer, sale de las casas de los sembradores de yuca, ñame, maíz y plátano. Sale de la ilusión y la esperanza de los niños y las madres de familia. Sale del corazón de Norman Echavarría, un gestor y líder humanístico que siempre se proclamó poeta verde y ha sido durante años, un guardián del bosque de Turbana. Ha sensibilizado a sus vecinos para proteger más de diez hectáreas de ese bosque, en donde esplenden los ficus con sus raíces aéreas gigantescas que tocan la tierra y revolotean y cantan las guacharacas para recordar que va a salir el sol, y se oye a lo lejos, en las ramas altas, el mico aullador que augura el invierno.
 La suerte de Turbana es el destino incierto de los municipios desamparados por las políticas públicas en Bolívar y Colombia. Le puede interesar: Calamar, el municipio de Bolívar que está lleno de tesoros
 Desde hace treinta años empezaron los estudios técnicos para su acueducto y su alcantarillado, y allí está Turbana en 2023 sin agua y sin alcantarillado. Sus habitantes tienen que comprar a seis mil pesos el agua en carrotanques.
 Lograron conseguir cerca de 40 mil millones de pesos para su acueducto, y han pasado tres administraciones y siguen esperando que se ejecute por fin el acueducto. Turbana que ha sido despensa agrícola de Cartagena, se abastece de milagros y a cuenta gotas con las fuentes del arroyo Polón, que pasa por los barrios Chorrito, Capacho y El Progreso. Pero, al igual que la carretera, las fuentes de agua están contaminadas por las basuras. Están allí nariz con boca con Mamonal, pero el desarrollo de Turbana sigue siendo un espejismo. Pobreza en medio de la paradoja de la riqueza y el regazo inmenso del bosque, que podría ser la reserva inagotable de riquezas y la potencia capital del ecoturismo en la región.
 Todo este sueño palpita en la sensibilidad del líder y ambientalista Norman Echavarría. Lo he visto hablarles con delicada ternura a las serpientes que suben hasta su terraza desorientadas por el esplendor de la luz y el dulzor de las balsaminas, y no es capaz de matar a ninguna. Es un ser conmovedor y ejemplar, partícipe del milagro del bosque. Y desde ese bosque convoca a jóvenes, algunos de ellos con mucho talento para la gestión ambiental, social y cultural; algunos de ellos, artistas de la música como Alex Pájaro, que estuvo cerca del tamborero Encarnación Tovar y el gaitero Sixto Salgado Paíto. Y jóvenes líderes como Víctor Ardila Duartes, administrador de empresas de la Universidad de Cartagena y especialista en políticas públicas de la Universidad de México. A él, como al grupo de jóvenes que lo rodea, le preocupa el porvenir social, educativo y cultural de Turbana, la suerte del cabildo indígena, la problemática del acueducto, el alcantarillado, la recolección de las basuras y otros dilemas aún no resueltos en el municipio de Turbana. Muchos biólogos de Cartagena han llegado allí a estudiar las especies nativas, especies en extinción tanto de la fauna y la flora que aún sobreviven en el bosque seco y en el bosque húmedo de Turbana.
 Turbana, que ha sido despensa agrícola de Cartagena, es una reserva abandonada con un bosque húmedo tropical que puede ser la formidable ruta del ecoturismo en la región.
 Al mirar los rostros de los turbaneros, de sus hombres y sus mujeres, pienso en el rastro de la estirpe de los malibúes, y en la ancestral vocación de sus alfareros iluminados que hasta hace poco mantenían un taller fecundo en el pueblo, que valdría la pena volver a fortalecer, para que florezca la tradición de manera colectiva. Pienso en mi viejo amigo Atilano Meza. A veces, cuando las aguas desatan los recuerdos sepultados en Turbana, aparecen pequeños rastros de entierros de niños indígenas o adultos a los que enterraron junto a sus hachas de piedra, sus caracoles, sus cuencas de barro para sus manjares cotidianos, sus vasijas cerámicas y también sus objetos ceremoniales. Y en el aire ardiente del mediodía aún puede intuirse el frescor de las casas redondas y de techo de palma amarga a la sombra de los árboles, casas forjadas por los campesinos turbaneros, siguiendo la sabiduría de los malibúes. Las colinas son terrazas arenosas, arcillosas, de calizas coralinas de herencia milenaria de una antigua plataforma marina. Desde lo alto de esas terrazas, desde sus secretos abanicos aluviales, el mar parece una ilusión, pero a pocos minutos hay una salida al mar desde Turbana, y se llega a Barú. El mar, tan cerca de Turbana. Y es que la caliza de Turbana es lo que queda en el tiempo del remoto arrecife marino del mioceno superior. Se olvida que de las canteras de Turbaco y Turbana salieron las piedras con la que se erigió Cartagena de Indias.
 Ahora atardece y el paisaje del bosque, del mar y el fulgor metálico de las empresas, se juntan en un bordado de colores. Cantan con más vivacidad los pájaros, y aletea en el aire un frescor de ceibas enormes, augurio de un cielo de agua."
126,0,https://www.excelsior.com.mx/global/eln-anuncia-paro-armado-en-colombia-en-medio-de-dialogo-de-paz-con-petro/1558801,"ELN anuncia ""paro armado"" en Colombia en medio de diálogo de paz con Petro","La guerrilla del ELN, en negociaciones de paz con el gobierno de Gustavo Petro, anunció un ""paro armado indefinido"" en una zona empobrecida del noroeste de Colombia, pese a su compromiso de aliviar la violencia en esa región.
 Te recomendamos: Ucrania afirma haber derribado nueva oleada de drones contra Kiev
 En un comunicado público difundido este miércoles, el frente de guerra occidental de esa organización prohibió la circulación y actividad a lo largo del ríos San Juan, Sipí, Cajón y Calima, en el departamento de Chocó, de mayoría afro.
 El paro comienza el día 15 del mes de diciembre de 2022 a partir de las 6:00 de la tarde"", advirtió el Ejército de Liberación Nacional (ELN), reconocido como el último grupo guerrillero en Colombia tras la desmovilización de las FARC, convertidas en partido político tras el pacto de paz de 2016.
 Los rebeldes justificaron la acción armada aduciendo el asesinato el lunes del ""joven Santiago Cáceres"" a manos de ""paramilitares"" en ""connivencia"" con la fuerza pública.
 Tras cuestionar la supuesta inacción de las tropas frente a las facciones de ultraderecha, el ELN pidió a la población civil que ""acate"" el paro armado para evitar ""inconvenientes"". ""Nuestras unidades estarán emboscadas en el río prestando seguridad y manteniendo el control"", enfatizó en la declaración.
 El anuncio cayó mal en el gobierno de Gustavo Petro, que a inicios de esta semana había dado por concluido ""exitosamente"" el primer ciclo de conversaciones de paz con la guerrilla en Caracas.
 El ELN debe obrar en coherencia, porque si estamos en un escenario de paz, pues debería considerar y valorar que ese tipo de comunicaciones en nada benefician"" su ""credibilidad"", sostuvo el comisionado presidencial de paz, Danilo Rueda, en diálogo con la prensa.
 Rueda agregó que está en contacto con la agrupación para obtener una ""respuesta al respecto"".
 Al término de la ronda de diálogos en Caracas, el gobierno y el ELN anunciaron ""acciones humanitarias"" para mitigar la violencia precisamente en la zona donde los rebeldes ahora pretenden paralizar la actividad bajo amenaza.
 Las partes retomaron en noviembre el proceso de paz que había quedado en suspenso bajo el gobierno antecesor de Gustavo Petro.
 La negociación avanza sin que medie un alto al fuego y con Cuba, Noruega y Venezuela como garantes.
 México prevé igualmente apoyar los diálogos, que en principio se reactivarán el próximo año en territorio mexicano.
 En armas desde 1964, el ELN tiene un pie de fuerza de unos 2.500 combatientes y una amplia red de colaboradores, según estimaciones independientes.
 No te pierdas: OMS confía que en 2023 terminen emergencias sanitarias por covid-19 y viruela del mono
 Aunque cuenta con un mando central, sus frentes son autónomos en el campo militar.
 emb"
2,0,https://www.eluniversal.com.co/deportes/clasico-mundial-colombia-gana-su-primer-fogueo-YA8002256,Clásico Mundial: Colombia gana su primer fogueo,"Óscar Mercado conectó un jonrón y empujó las tres carreras en el partido de fogueo que realizó este miércoles la selección Colombia ante los Atléticos de Oakland.
 Este fue el primer test que tuvo el conjunto cafetero con miras a su participación en el Clásico Mundial de Béisbol. Como se sabe su debut será este sábado ante México a las 2:30 de la tarde hora colombiana. Lea aquí: ¡Atentos!: Colombia ya palpita el Clásico Mundial de Béisbol
 Colombia remontó un 2-1 adverso ante Oakland. Ambos equipos dispararon siete hits y Colombia no cometió pifias por dos de los norteamericanos.
 La gran figura del juego fue el outfielder cartagenero Óscar Mercado, quien disparó un cuadrangular sin nadie en base en la cuarta entrada. Se fue de 2-2 con tres carreras impulsadas.
 Colombia se fue en ventaja en la parte alta de la segunda entrada con carrera anotada por Elías Díaz tras sencillo de Óscar Mercado.
 Oakland remontó en la parte baja del tercero al anotar dos carreras.
 Los pupilos del mánager Jolbert Cabrera empataron el partido con el jonrón de Mercado sin nadie en base.
 La carrera ganadora llegó para los suramericanos en el sexto cuando Elías Díaz disparó un doblete y luego llegó a tercera tras error del paracortos Nick Allen ante fly de Jordan Díaz.
 Óscar Mercado conectó un fly de sacrificio al jardín izquierdo y envió al plato a Elías Díaz.
 La victoria fue para Guillermo Zúñiga, quien trabajó el quinto episodio. Dio una base por bolas y ponchó a dos bateadores. La derrota fue para Freddy Tarnok, quien lanzó dos innings y dos tercios.
 Jolbert Cabrera también utilizó los servicios de Adrián Almeida, Jhon Romero, Réiver Sanmartín, Luis De Ávila, Rio Gómez y Pedro García.
 Este jueves, en Glendale, Colombia disputará su segundo choque de preparación ante los Medias Blancas de Chicago."
211,0,https://www.eluniversal.com.co/regional/cordoba/en-cordoba-petro-repitio-el-discurso-de-las-vacas-gordas-y-los-ninos-flacos-XG7976563,En Córdoba: Petro repitió el discurso de las vacas gordas y los niños flacos,"Tal y como ocurrió en noviembre del año pasado, el presidente de Colombia, Gustavo Petro, arremetió contra los ganaderos del departamento de Córdoba, señalando que es el de las vacas gordas y los niños flacos.
 
 Así lo indicó durante el acto de entrega de uno de los 29 predios, que suman 3.500 hectáreas, una finca del ex jefe paramilitar Salvatore Mancuso, en Costa Azul, zona rural de Montería, la cual forma parte del primer bloque de terrenos comprados para la implementación de la Reforma Agraria, en coordinación con la Agencia Nacional de Tierras. Lea: La finca de Mancuso pasó a manos de campesinos de Córdoba
 
 Pidió a los ganaderos que aumenten el número de vacas, pero en menos terreno y que puedan vender parte de sus tierras para poder entregarla a la gente que no la tienen, pues la idea es que los campesinos tengan tierra para cultivar.
 
 ""A los ganaderos de Córdoba, y no solo de este departamento, que en su mayoría son pequeños, no los queremos ni tocar, ni decir nada; les queremos es ayudar, pero a los grandes ganaderos les queremos hacer un negocio: más vacas, menos tierras, manifestó el primer mandatario.
 
 Planteó para ellos oros pastos, con las técnicas silvopastoril, sembrando árboles con frutos adecuados, ayudados por el gobierno. ""Lo que yo les propongo es que se vuelvan más ricos, pero a cambio de un pedazo de tierra, que nos vendan esa tierra, pero parte del precio de esa tierra lo pagamos con nuestros recursos para que ellos se vuelvan más productivos en el resto de tierra que tienen, reiteró.
 
 Dijo además que la Reforma Agraria es esencial si se concibe como una democratización de la propiedad de la tierra fértil. ""Es esencial para que Colombia se industrialice, para que Colombia sea más democrática y estoy convencido, para que Colombia no tenga hambre, enfatizó el mandatario.
 
 Hizo referencia a la necesidad de avanzar en el proceso de restitución de las tierras a las familias víctimas de la violencia, con el fin de que Colombia sea una potencia agroalimentaria.
 
 Nosotros queremos en nombre de la paz, en la que creemos, restituir esas tierras, dijo, asegurando que el gobierno ha dispuesto de 3 billones de pesos para la compra de tierras, lo cual debe ir acompañado de un plan de créditos baratos, para que Colombia se vuelva una potencia mundial agroalimentaria, que significa una potencia mundial de la vida, anotó finalmente."
124,0,https://www.eluniversal.com.co/farandula/es-oficial-rbd-estara-en-medellin-conoce-fechas-y-precio-de-boletas-EF7896170,¡Es oficial! RBD estará en Medellín: conoce fechas y precio de boletas,"¡Llegó el momento que todos estaban esperando! Los fanáticos de RBD en Colombia se mantuvieron a la expectativa desde ayer en la tarde, cuando Anahí, integrante de RBD, y el mánager de la banda mexicana, Guillermo Rosas, dieron pistas en Twitter sobre que hoy se anunciaría oficialmente uno de los eventos más esperados de este 2023. Lea aquí: ¿Sirvió la llamada de Karol G? Mánager de RBD sobre posible show en Colombia
 Y así fue, a las 7 de la noche de hoy, tal y como lo anunció a través de un trino Álvaro Narváez, secretario de Cultura Ciudadana de Medellín, se dio la gran noticia: Medellín será uno de los destinos del Soy Rebelde Tour de RBD.
 El emblemático grupo se presentará en Medellín en el Estadio Atanasio Girardot el 3 de noviembre del 2023.
 Los boletos saldrán a la venta a partir del viernes 17 de febrero a las 10:00 a.m. en eticket.co o al agotarse la preventa. El costo de las boletas irá desde $100.000 hasta 1.000.000, y el de los palcos empiezan en $10.000.000.
 Después de tantos rumores, nos entusiasma confirmar que el grupo mexicano RBD incluye al país en su gira del 2023. Este será sin duda, un evento que marcará el reencuentro entre una de las bandas de pop latino más queridas y sus miles de fans en el país. Participar en la preventa exclusiva de este épico evento, ratifica el compromiso que tenemos con los clientes y con el sector del entretenimiento; promotores, artistas y equipos de producción y realización de conciertos. Gracias al trabajo articulado que hemos logrado con Ocesa, estamos felices que los clientes de nuestros bancos puedan acceder en exclusiva a uno de los conciertos más esperados este 2023 y a muchos otros eventos que vamos a anunciar próximamente aseguró María Fernanda Sánchez, Gerente de Mercadeo &amp; ESG de Grupo Aval.
 A casi un mes de haber sido revelados los primeros países en la lista oficial del tour, los fanáticos mantenían la esperanza de que Colombia fuera anunciada en los próximos días, en gran parte gracias a la cantante paisa Karol G, quien aseguró haber hecho la gestión para que la banda, de la cual es fanática, se subiera al escenario en el territorio colombiano.
 Frente a la propuesta, la Administración de Medellín siempre se mostró receptiva. De hecho, antes del anuncio el secretario Narváez escribió a través de Twitter: El progreso a través del arte y la cultura es un beneficio colectivo.
 El mensaje lo acompañó con un video de Anahí, Dulce María, Maite Perroni, Christopher Uckermann y Christian Chávez cantando durante una presentación, una de las pistas que confirmó que el concierto en Medellín ya era prácticamente una realidad.
 Preventa
 Las fechas de preventa exclusiva que irán desde el miércoles 15 de febrero a las 9:00 AM hasta el jueves 16 de febrero a las 11:59 PM o hasta agotar 33.180 boletas disponibles."
71,0,https://www.lanacion.com.ar/agencias/colombia-y-bolivia-pediran-eliminar-la-hoja-de-coca-de-la-lista-de-sustancias-prohibidas-de-la-onu-nid22022023/,Colombia y Bolivia pedirán eliminar la hoja de coca de la lista de sustancias prohibidas de la ONU,"Los gobiernos de Colombia y Bolivia plantearán la retirada de la hoja de coca de la lista de sustancias prohibidas por la Comisión de Estupefacientes de Naciones Unidas en la próxima reunión de la comisión en Viena, Austria, del 13 al 17 de marzo.
 La viceministra de Asuntos Multilaterales de Colombia, Laura Gil, ha expresado este miércoles la intención del Gobierno de ""comenzar a desestigmatizar la discusión sobre el problema de las drogas"", durante una entrevista para Colombia Hoy Radio.
 Se une así Colombia a una reivindicación histórica que comenzó en Bolivia, ha recordado Gil: ""Bolivia emprendió hace más o menos diez años una iniciativa para lograr la legalización del uso tradicional de la coca. Lo que ellos hicieron fue denunciar la Convención de Estupefacientes"".
 Ahora, ha asegurado, es el momento de volver a recuperar esta reclamación, y ha recalcado que lo que se propone es sacar de esta lista de sustancias prohibidas a ""la hoja, no la cocaína"", aunque ha admitido que el proceso requerirá de una gran labor de pedagogía.
 Es parte de la política de su Gobierno en la lucha contra las drogas, ha afirmado, que pondrá el foco en los traficantes: ""Tenemos que ir por las mafias que están detrás. Por eso el presidente insiste tanto en que tenemos que reforzar en materia de seguridad la interdicción, pero no penalizar al campesinado con la erradicación forzosa"".
 El cambio en la política contra las drogas de colombia
 La política colombiana en materia de estupefacientes ha dado un vuelco en el último año. El presidente de Colombia, Gustavo Petro, anunció su intención de acabar con las fumigaciones aéreas que utilizan glifosato, un químico utilizado como herbicida para acabar con los cultivos ilícitos de la hoja de coca.
 En 2015 dejó de utilizarse después de que la Organización Mundial de la Salud lo relacionara con el cáncer en seres humanos, pero que el expresidente Iván Duque trató de recuperar, llegando incluso a comprar 263.000 a penas un mes antes de la posesión de Petro, que finalmente ha sepultado esta práctica.
 El Gobierno de Petro también ha reducido el número de cultivos ilícitos que planea retirar este año. El último informe de la Oficina de Naciones Unidas contra la Droga y el Delito del pasado octubre cifra en 204.000 hectáreas los cultivos de hoja de coca, un aumento del 43 por ciento respecto a 2020. Aun así, Petro anunció que en 2023 se tratarán de erradicar 20.000 hectáreas, muchas menos de las 50.000 que se propusieron para 2022.
 A pesar de esta intención, el ministerio de Defensa informó, a través de su Observatorio de Derechos Humanos y Defensa Nacional, de que en enero de 2023 no se había erradicado ni un cultivo de hoja de coca, mientras que en el mismo mes de 2022 se eliminaron 2.982 hectáreas.
 Europa PressConocé The Trust Project"
46,0,https://www.eluniversal.com.co/cartagena/cartagena-obtuvo-un-oscar-del-turismo-enterate-de-que-se-trata-EI7785273,"Cartagena obtuvo un “Óscar del Turismo”, entérate de qué se trata","Cartagena sigue enamorando a las parejas y no solo de Colombia, sino del continente.
 Así es: la capital de Bolívar no solo es uno de los destinos más populares de Colombia por sus playas y sus edificios coloniales, sino que ahora se ha convertido también en el Destino de luna de miel líder en América del Sur 2022.
 Lee aquí: Taxista buscó hasta por Facebook a turistas para devolverles sus documentos
 La ciudad caribeña obtuvo tal reconocimiento en los World Travel Awards 2022, conocidos como los Óscar del Turismo, un galardón del que se muestra más que orgullosa Natalia Bohórquez Castilla, Presidenta Ejecutiva Corporación Turismo Cartagena de Indias, quien destacó qué es lo que ofrece este destino de ensueño para las parejas.
 Cuando llegas a Cartagena, realmente respiras lo que es amor, la ciudad es muy romántica, es un escenario maravilloso, tiene un colorido especial. Los atardeceres del Caribe le dan un toque que seduce mucho a las parejas, se realizan muchas bodas, pedidas de mano, celebraciones de aniversarios, dijo Bohórquez.
 Tras la recuperación por la pandemia, la ciudad colombiana ya es una tendencia por las celebraciones de boda.
 La conocida también como Ciudad Amurallada tiene un legado de Europa que se conecta muy bien con España, con destinos auténticos que seducen mucho al viajero español, a través de la cultura, historia y gastronomía.
 Eso se puede ver en el Centro Histórico, con unas murallas y fortalezas muy bien preservadas, y además cuando lo recorres ves algo muy pintoresco y colorido, porque entre las calles puedes encontrar diferentes personajes que evocan un poco de ese realismo mágico de las obras literarias de Gabriel García Márquez, dio Bohórquez.
 Nuestra ciudad se lució además en la versión número 29 de los Oscar del Turismo con los siguientes reconocimientos: Puerto de cruceros líder de Sudamérica 2022, Hotel líder de Sudamérica por las instalaciones del exclusivo Sofitel Legend Santa Clara y Nuevo Hotel Líder en Sudamérica se lo llevó el Sofitel Barú Calablanca, ubicado frente al mar en la península de Barú."
72,0,https://www.lanacion.com.ar/agencias/al-menos-diez-muertos-en-enfrentamientos-entre-el-eln-y-las-disidencias-de-las-farc-en-el-este-de-nid11012023/,Al menos diez muertos en enfrentamientos entre el ELN y las disidencias de las FARC en el este de Colombia,"Al menos diez miembros de la guerrilla del Ejército de Liberación Nacional (ELN) y las disidencias de las desaparecidas FARC han muerto este miércoles tras varios horas de enfrentamientos entre ambos grupos armados en Arauca, este de Colombia.
 Los habitantes de las zonas rurales afectadas por la violencia han informado a través de las redes sociales de los fatídicos enfrentamientos, en los que habría caído alias 'Solín', responsable de las finanzas de la disidencia de las FARC que opera en la zona, cuenta RCN Radio.
 Los enfrentamientos entre ambos grupos armados se produce en un momento además en el que se encuentran en negociaciones con el Gobierno de Colombia. En el caso del ELN se ha instaurado una mesa de diálogo cuya próxima ronda tendrá lugar en México para, entre otros puntos, abordar un alto el fuego bilateral.
 En lo que respecta a la disidencia de las FARC, las de Segunda Marquetalia y Estado Mayor Central sí han acordado un alto el fuego bilateral y su intención de ahondar en posibles negociaciones para sumarse al plan de paz total del presidente Gustavo Petro.
 Europa PressConocé The Trust Project"
125,0,https://www.eluniversal.com.co/deportes/se-retira-un-grande-del-futbol-americano-dice-adios-esta-vez-es-para-siempre-GM7842549,"¡Se retira!: un grande del fútbol americano dice adiós, ¿esta vez es para siempre?","Realmente les agradezco mucho, a cada uno de ustedes por apoyarme. Mi familia, mis amigos, compañeros de equipo, mis competidores. Podría seguir para siempre. Hay demasiados. Gracias chicos por permitirme vivir mi sueño absoluto. No cambiaría nada. Los amo a todos.
 Brady es el líder de carrera de la NFL en yardas por pase (89,214) y touchdowns (649). Es el único jugador en ganar más de cinco Super Bowls y ha sido MVP del juego cinco veces. Le puede interesar: No se pudo: selección Colombia Sub-20 cae ante Uruguay en Bogotá
 Famosamente subestimado al llegar a la NFL: los Patriots lo seleccionaron en el puesto 199 en el draft de 2000, detrás de otros seis mariscales de campo, tres pateadores y un despeje, ciertamente no se esperaba que Brady se convirtiera en sinónimo de grandeza. Jugó en un juego como novato, completando uno de tres pases para seis yardas.
 Al año siguiente, todo cambió.
 Brady asumió como titular de los Patriots, el equipo venció a los St. Louis Rams en el Super Bowl que coronó la temporada de 2001, y él y el entrenador de Nueva Inglaterra, Bill Belichick, estaban en camino de convertirse en el dúo de entrenador y mariscal de campo más exitoso en historia del futbol.
 Más victorias en el Super Bowl se produjeron después de las temporadas 2003 y 2004. Los Patriots regresaron a la cima de la montaña del fútbol por cuarta vez en la era de Brady una década después para coronar la temporada 2014, el comienzo de tres títulos más en un lapso de cinco años.
 En 2020, se unió a los Buccaneers y ganó su séptimo Super Bowl. Pasó sus últimos tres años con Tampa Bay, llevándolos a los playoffs en cada una de esas temporadas.
 Creo que he dejado constancia docenas de veces diciendo que no hay mariscal de campo que prefiera tener a Tom Brady, y todavía me siento así, dijo Belichick en 2021, poco antes de que Tampa Bay, con Brady, llegara a New Inglaterra y venció a los Patriots en un juego denominado The Return. Tuve mucha suerte de tener a Tom como mariscal de campo, para entrenarlo, y fue tan bueno como cualquier entrenador podría pedir.
 Brady ha ganado tres premios MVP de la NFL, ha sido parte del primer equipo All-Pro tres veces y ha sido seleccionado para el Pro Bowl 15 veces.
 Brady y la supermodelo Gisele Bündchen finalizaron su divorcio el otoño pasado, durante la temporada de los Bucs. Terminó un matrimonio de 13 años entre dos superestrellas que alcanzaron respectivamente los pináculos del fútbol y la moda.
 Se anunció el año pasado que cuando Brady se retire de jugar, se uniría a Fox Sports como analista de televisión en un contrato de 10 años y $375 millones."
141,0,https://blogs.elespectador.com/cultura/cafeliterario-co/granitos-cafe-parte-6-hombres-pujantes-la-caficultura,GRANITOS de CAFÉ: PARTE 6 .”HOMBRES PUJANTES en la CAFICULTURA”,"Cuando llega nuestra EXPERTA en CAFÉ la Sra LELLY SPITIA, la DAMA CAFETERA; con sus GRANITOSsiempre hay HISTORIAS interesantes con VERDADEROS descubrimientos insospechables
 Hoy NOS encuentra con CESAR AUGUSTO ECHEVERRY CASTAÑO quien con cuatro generaciones familiares campesinas, cultivando café en las montañas de Colombia (listado de familias víctimas de la violencia); bachiller de la ruralidad cafetera con la mención Andrés Bello; participó en la creación y gestión del Parque Nacional Natural Tatamá, Ingeniero Agrónomo, Agroecólogo, Especialista en Administración de Empresas Agropecuarias y Magister Science en Gestión de Organizaciones en la Escuela de Administración de Negocios Universidad de Quebec, Q Processing nivel 3 experto y Catador Q Grader Arábicas; o sea PREPARACIÓN FULL profesional exitoso y empresario cafetero en el occidente de Risaralda, además se ha desempeñado como miembro principal del Comité de Cafeteros del Risaralda, miembro del comité técnico de la Federación Nacional de Cafeteros, Presidente de la comisión financiera y de presupuesto y vicepresidente del Congreso Nacional de Cafeteros; Presidente del Comité Directivo y del Comité Nacional de Cafeteros; Presidente de la delegación de Colombia a la organización internacional del Café en Londres en el 2006; Socio creador y gerente desde 2008 de la empresa internacional de Investigación, Desarrollo e innovación en Cafés especiales Supracafé Colombia S.A (4 Pyme más innovadora de Colombia por la revista DINERO y la ANDI en el 2021) y del Hotel Hacienda Supracafé en Cajibío Cauca; Director de Desarrollo Tecnológico y Protección Sanitaria del Ministerio de Agricultura y Desarrollo Rural; y del programa de transición de la agricultura del Banco Mundial; Secretario técnico de la Comisión Nacional de Bioseguridad Agropecuaria y de la Comisión Intersectorial de Biocombustibles, creador y director del Primer Parque Tecnológico reconocido en Colombia por Minciencias y el primero en Café a escala global TECNiCAFÉ, donde se han formado y certificado profesionalmente a más de 60.000 productores y actores de la industria cafetera global (más de 1.500 visitantes y estudiantes internacionales de más de 87 países), generado 18 empresas y organizaciones de base tecnológica, con 8 patentes registradas en el desarrollo del clúster de innovación social y Tecnológico en Cafés especiales el Cauca, logrando el fortalecimiento de la Asociación de Mujeres Caficultoras del Cauca (víctimas de la violencia), empoderamiento social y económico de jóvenes rurales vulnerables, como estrategia de prevención al reclutamiento e implementación del modelo de reintegración de excombatientes de los grupos armados (legales e ilegales), con énfasis en caficultura de alta calidad en cadena global de valor, generando la mesa nacional del Café que agrupa a más de 1.200 firmantes de los acuerdos de paz; docente de emprendimiento y desarrollo tecnológico en la maestría en bioingeniería de la Universidad del Cauca; creador y gestor de las ferias mundiales de Café, de innovación y extensión agropecuaria en plataforma virtual, con más de 300.000 participantes de 50 países; por lo que ha sido reconocido como Ingeniero Agrónomo del año 2012, Líder Cafetero del Risaralda en el 2016, Héroe de la Caficultura del Cauca en 2019 y el Coffe Quality Institute CQI en la Feria Mundial de Cafés Especiales de la Speciality Coffe Association SCA en el 2019 en Boston Estados Unidos le otorgo «Leadership Medal of Merit Award» .Actualmente es miembro del Comité Universidad Estado Empresa del Departamento del Cauca. Docente contexto histórico e institucionalidad cafetera de la Maestría en Agronegocios en Café. Universidad de Caldas, Universidad Tecnológica de Pereira y Universidad del Quindío. Consultor en Políticas de Resiliencia y Sostenibilidad Agropecuaria del Centro Internacional de Agricultura Tropical CIAT – Banco Interamericano de Desarrollo BID; conferencista internacional en Café y Caficultura. Manejo de idiomas Ingles y Portugués. Autor de la Pentalogía Historia del Café 
 Candidato a PhD en Ciencias Ambientales de las Universidades de Cauca, Valle y UTP; en un modelo de integración multidimensional del conocimiento para la sustentabilidad de la caficultura, que cimente la ciencia de la coffealogía.
 En cada uno de sus TOMOS transmite un conocimiento digno de ese CAFETERO culto y pulido en ARAS de INSTRUIR, motivando a jóvenes por un EMPRENDER a sabiendas de todo aquello que la misma conlleva a los TRICOLORES de nacimiento que hacen un culto de esa TAZA que nos propone mucho más que el CONSUMO
 Contándonos nuestros ORÍGENES y como parte fundamental de ese PENTAMOTIVADOR que nos presenta
 Para mejorar un NEGOCIO que en COLOMBIA lo puso a decrecer y casi a desaparecer en MÉXICO y CENTROAMÉRICAen la que por suerte se amplía en nuestro BRASIL brasilero quien a podido duplicar su producción mundial tratando que ese profético y alarmista mensaje aquello que nos deja ese El CAFÉ se acabará muy PRONTO..! En un corto y cercano TIEMPO
 Por eso IMPULSA su genuino CAFÉ LITERARIO con quien de su PUÑO y LETRA generó esta PENTALOGIA digna de tener en cuenta para ayudar a seguir motivando a esa NEW GENERATION que busca en una TAZA, MUG o VASO DESCARTABLE una genuina EXPERIENCIA de VIDA"
